title,authors,genres,scored,popularty,status
Coiling Dragon #2052,I Eat Tomatoes,Romance,6.582333333333333,95736,Hiatus
The King's Avatar #2053,Nam Heesung,Romance,7.929666666666666,67618,Completed
Reincarnation of the Strongest Sword God #2054,Zhu Hong,Sci-Fi,7.4126666666666665,95916,Ongoing
Solo Leveling #2055,I Eat Tomatoes,Drama,7.161999999999999,8178,Completed
Bleach #2056,Yoo Ryeo Han,Horror,5.250666666666667,31566,Completed
Overlord #2057,Eiichiro Oda,Horror,6.018333333333333,22472,Completed
Tokyo Ghoul #2058,Koyoharu Gotouge,Drama,6.065333333333333,22811,Completed
Martial World #2059,Tappei Nagatsuki,Comedy,7.726,39464,Hiatus
One Piece #2060,Cocooned Cow,Fantasy,5.830333333333333,44653,Ongoing
Demon Slayer #2061,Nokdu,Adventure,5.203666666666667,42873,Completed
Re:Zero #2062,Sing Shong,Action,5.720666666666666,72840,Completed
Against the Gods #2063,Tite Kubo,Action,8.791333333333332,99204,Hiatus
Solo Leveling #2064,Blue Butterfly,Comedy,5.501333333333333,55677,Completed
Battle Through the Heavens #2065,Nam Heesung,Comedy,9.512,63109,Ongoing
The Legendary Moonlight Sculptor #2066,Kim Jeongho,Romance,8.274333333333333,97561,Ongoing
Ranker Who Lives A Second Time #2067,Masashi Kishimoto,Adventure,9.277000000000001,57966,Completed
One Piece #2068,Hajime Isayama,Adventure,9.496333333333332,32482,Hiatus
Desolate Era #2069,Tang Jia San Shao,Horror,6.832999999999999,82640,Hiatus
Reincarnation of the Strongest Sword God #2070,Reki Kawahara,Sci-Fi,6.128,57087,Completed
Attack on Titan #2071,Yoo Ryeo Han,Comedy,8.258666666666667,97976,Hiatus
Trash of the Count’s Family #2072,Blue Butterfly,Drama,5.344666666666667,64183,Ongoing
Attack on Titan #2073,Tite Kubo,Horror,8.274333333333333,78176,Ongoing
Sword Art Online #2074,Sing Shong,Drama,6.8486666666666665,21705,Ongoing
Bleach #2075,Wo Chi Xi Hong Shi,Sci-Fi,6.832999999999999,59354,Completed
Ranker Who Lives A Second Time #2076,Goose Five,Horror,7.663333333333334,96014,Hiatus
Reincarnation of the Strongest Sword God #2077,Er Gen,Comedy,5.188,64065,Hiatus
Tokyo Ghoul #2078,Reki Kawahara,Drama,5.767666666666667,55765,Ongoing
One Piece #2079,Jeong Gong,Action,5.3133333333333335,55841,Completed
One Piece #2080,Tite Kubo,Comedy,8.587666666666665,49226,Hiatus
Sword Art Online #2081,Kim Jeongho,Action,8.023666666666667,84549,Ongoing
A Returner’s Magic Should Be Special #2082,Kim Jeongho,Romance,8.164666666666665,33260,Hiatus
Ranker Who Lives A Second Time #2083,Jeong Gong,Romance,9.183,44210,Hiatus
Re:Zero #2084,Kim Jeongho,Drama,8.665999999999999,90914,Completed
Attack on Titan #2085,Masashi Kishimoto,Comedy,5.047,10009,Completed
Tokyo Ghoul #2086,Kohei Horikoshi,Fantasy,5.611,56840,Ongoing
Martial World #2087,MOKF,Action,5.767666666666667,11463,Completed
The King's Avatar #2088,Cocooned Cow,Comedy,7.491,8035,Ongoing
A Returner’s Magic Should Be Special #2089,Wo Chi Xi Hong Shi,Fantasy,7.976666666666667,8416,Ongoing
Douluo Dalu #2090,Heavenly Silkworm Potato,Action,7.773,24176,Hiatus
Ranker Who Lives A Second Time #2091,Drunken Blue,Action,5.924333333333333,21994,Hiatus
Bleach #2092,Cocooned Cow,Horror,6.049666666666666,84366,Hiatus
Reincarnation of the Strongest Sword God #2093,Tite Kubo,Fantasy,7.835666666666667,10376,Completed
I Shall Seal the Heavens #2094,Kim Jeongho,Sci-Fi,7.083666666666666,24448,Completed
Solo Leveling #2095,Hajime Isayama,Drama,6.190666666666666,3143,Completed
Demon Slayer #2096,Jeong Gong,Sci-Fi,6.973999999999999,70765,Completed
Desolate Era #2097,Chugong,Adventure,9.292666666666666,16501,Hiatus
Douluo Dalu #2098,Tappei Nagatsuki,Comedy,8.947999999999999,11760,Completed
I Shall Seal the Heavens #2099,Nokdu,Comedy,5.501333333333333,77394,Hiatus
Attack on Titan #2100,Reki Kawahara,Drama,5.720666666666666,45407,Hiatus
Stellar Transformation #2101,Koyoharu Gotouge,Drama,7.726,18401,Hiatus
Omniscient Reader's Viewpoint #2102,Zhu Hong,Fantasy,8.603333333333332,52372,Hiatus
Release That Witch #2103,Heavenly Silkworm Potato,Fantasy,7.1306666666666665,59966,Hiatus
Against the Gods #2104,Cheongcho,Sci-Fi,9.136,93163,Completed
Overlord #2105,Koyoharu Gotouge,Sci-Fi,6.425666666666666,22958,Hiatus
Solo Leveling #2106,Tappei Nagatsuki,Horror,7.303,82889,Hiatus
Solo Leveling #2107,Zhu Hong,Romance,5.329,38312,Ongoing
My Hero Academia #2108,Tite Kubo,Romance,5.564,83551,Completed
Ranker Who Lives A Second Time #2109,Chugong,Fantasy,5.783333333333333,21413,Ongoing
The Second Coming of Gluttony #2110,Sui Ishida,Sci-Fi,9.088999999999999,10073,Ongoing
Stellar Transformation #2111,Wo Chi Xi Hong Shi,Sci-Fi,8.744333333333332,61346,Hiatus
The Second Coming of Gluttony #2112,Zhu Hong,Horror,6.065333333333333,69499,Ongoing
Reincarnation of the Strongest Sword God #2113,Drunken Blue,Horror,6.065333333333333,25020,Ongoing
Reincarnation of the Strongest Sword God #2114,Tappei Nagatsuki,Adventure,9.559,20425,Ongoing
Dungeon Defense #2115,Goose Five,Romance,7.616333333333333,62851,Completed
My Hero Academia #2116,Toika,Fantasy,8.775666666666666,24027,Completed
The Legendary Moonlight Sculptor #2117,Wo Chi Xi Hong Shi,Horror,5.767666666666667,9541,Ongoing
Reincarnation of the Strongest Sword God #2118,Reki Kawahara,Fantasy,9.386666666666667,77966,Completed
Tokyo Ghoul #2119,Koyoharu Gotouge,Comedy,7.600666666666666,50880,Hiatus
I Shall Seal the Heavens #2120,Hajime Isayama,Action,9.041999999999998,2307,Hiatus
Reincarnation of the Strongest Sword God #2121,Goose Five,Comedy,9.370999999999999,82401,Ongoing
Bleach #2122,Sui Ishida,Adventure,5.109666666666667,98939,Completed
Release That Witch #2123,I Eat Tomatoes,Sci-Fi,8.650333333333332,4322,Hiatus
Coiling Dragon #2124,Goose Five,Sci-Fi,8.384,75587,Ongoing
Bleach #2125,Wo Chi Xi Hong Shi,Horror,5.360333333333333,13631,Completed
Sword Art Online #2126,Nam Heesung,Romance,5.015666666666666,26350,Ongoing
Against the Gods #2127,Heavenly Silkworm Potato,Sci-Fi,8.869666666666665,76650,Completed
Solo Leveling #2128,Tite Kubo,Romance,7.600666666666666,33058,Hiatus
Against the Gods #2129,Jeong Gong,Horror,5.4543333333333335,41955,Completed
Reincarnation of the Strongest Sword God #2130,Koyoharu Gotouge,Action,6.911333333333333,4189,Hiatus
Battle Through the Heavens #2131,Jeong Gong,Comedy,6.347333333333333,5778,Completed
Omniscient Reader's Viewpoint #2132,Yoo Ryeo Han,Drama,7.020999999999999,15416,Hiatus
Against the Gods #2133,Zhu Hong,Sci-Fi,7.600666666666666,91579,Ongoing
A Returner’s Magic Should Be Special #2134,Koyoharu Gotouge,Action,5.6579999999999995,54665,Hiatus
Re:Zero #2135,Blue Butterfly,Romance,5.047,14245,Completed
Demon Slayer #2136,Cheongcho,Adventure,8.979333333333333,80932,Hiatus
The Legendary Moonlight Sculptor #2137,Heavenly Silkworm Potato,Action,7.443999999999999,46774,Completed
Trash of the Count’s Family #2138,Kim Jeongho,Romance,7.35,28158,Completed
Against the Gods #2139,Er Gen,Action,9.104666666666667,38332,Ongoing
Tokyo Ghoul #2140,Toika,Romance,6.504,76875,Hiatus
Dungeon Defense #2141,Koyoharu Gotouge,Drama,6.723333333333333,65370,Hiatus
Trash of the Count’s Family #2142,Kugane Maruyama,Horror,7.068,32648,Completed
The Second Coming of Gluttony #2143,Chugong,Horror,9.559,31315,Ongoing
Re:Zero #2144,MOKF,Romance,5.047,49898,Ongoing
The King's Avatar #2145,Sui Ishida,Sci-Fi,9.433666666666667,69666,Ongoing
Desolate Era #2146,Kohei Horikoshi,Fantasy,7.475333333333333,51609,Completed
Reincarnation of the Strongest Sword God #2147,Koyoharu Gotouge,Sci-Fi,6.253333333333333,52127,Hiatus
Naruto #2148,I Eat Tomatoes,Drama,9.308333333333334,97976,Hiatus
The Second Coming of Gluttony #2149,Jeong Gong,Drama,6.269,90998,Ongoing
Overgeared #2150,Tite Kubo,Adventure,7.882666666666665,21078,Completed
Coiling Dragon #2151,Hajime Isayama,Romance,9.465,93884,Ongoing
Release That Witch #2152,Goose Five,Adventure,6.206333333333333,88428,Completed
Against the Gods #2153,Hajime Isayama,Romance,9.261333333333333,72662,Completed
The Legendary Moonlight Sculptor #2154,Eiichiro Oda,Action,5.438666666666666,51958,Completed
Desolate Era #2155,Eiichiro Oda,Fantasy,8.446666666666665,89348,Completed
Desolate Era #2156,Kohei Horikoshi,Action,9.418,65650,Ongoing
Omniscient Reader's Viewpoint #2157,Sing Shong,Drama,7.945333333333332,63783,Completed
Tokyo Ghoul #2158,Cheongcho,Romance,7.663333333333334,75303,Hiatus
Ranker Who Lives A Second Time #2159,Zhu Hong,Sci-Fi,7.741666666666666,42573,Completed
Ranker Who Lives A Second Time #2160,Tite Kubo,Drama,7.209,22505,Hiatus
Ranker Who Lives A Second Time #2161,Kugane Maruyama,Adventure,5.767666666666667,94234,Hiatus
Tokyo Ghoul #2162,Reki Kawahara,Horror,5.062666666666667,77488,Completed
Trash of the Count’s Family #2163,Jeong Gong,Horror,8.305666666666667,48363,Hiatus
Ranker Who Lives A Second Time #2164,Tappei Nagatsuki,Fantasy,6.034,63046,Completed
Naruto #2165,Sing Shong,Action,5.062666666666667,11366,Hiatus
Douluo Dalu #2166,Jeong Gong,Romance,8.305666666666667,77284,Hiatus
Douluo Dalu #2167,Er Gen,Sci-Fi,5.767666666666667,87114,Ongoing
Douluo Dalu #2168,I Eat Tomatoes,Drama,8.493666666666666,5899,Hiatus
Demon Slayer #2169,Cheongcho,Horror,5.203666666666667,92313,Hiatus
The Legendary Moonlight Sculptor #2170,Tang Jia San Shao,Horror,5.8773333333333335,82530,Completed
Trash of the Count’s Family #2171,Drunken Blue,Drama,6.0809999999999995,96335,Completed
Trash of the Count’s Family #2172,Kohei Horikoshi,Fantasy,8.775666666666666,37030,Completed
Ranker Who Lives A Second Time #2173,Chugong,Sci-Fi,5.720666666666666,44159,Completed
Bleach #2174,Sing Shong,Fantasy,8.196,26108,Ongoing
Coiling Dragon #2175,Cocooned Cow,Adventure,5.1723333333333334,64184,Hiatus
Against the Gods #2176,Reki Kawahara,Drama,5.282,31520,Hiatus
Solo Leveling #2177,Koyoharu Gotouge,Fantasy,5.376,15370,Completed
Martial World #2178,Blue Butterfly,Adventure,8.587666666666665,85467,Completed
Bleach #2179,Sing Shong,Drama,8.838333333333333,61945,Hiatus
A Returner’s Magic Should Be Special #2180,Koyoharu Gotouge,Action,6.864333333333333,28143,Ongoing
Overgeared #2181,Tang Jia San Shao,Adventure,5.7363333333333335,28306,Hiatus
Martial World #2182,Sing Shong,Horror,9.277000000000001,64725,Ongoing
Demon Slayer #2183,Tite Kubo,Romance,8.540666666666667,11089,Ongoing
Attack on Titan #2184,Nam Heesung,Romance,6.582333333333333,59850,Ongoing
Ranker Who Lives A Second Time #2185,Reki Kawahara,Sci-Fi,9.606,38642,Completed
Battle Through the Heavens #2186,Sui Ishida,Horror,6.300333333333333,13188,Hiatus
Release That Witch #2187,Cheongcho,Adventure,5.517,38699,Completed
My Hero Academia #2188,Zhu Hong,Sci-Fi,5.250666666666667,20559,Ongoing
Overlord #2189,Jeong Gong,Sci-Fi,6.88,75053,Hiatus
Naruto #2190,Masashi Kishimoto,Action,8.744333333333332,25149,Ongoing
The King's Avatar #2191,Kohei Horikoshi,Horror,7.005333333333333,38513,Hiatus
Re:Zero #2192,Zhu Hong,Horror,8.337,76424,Hiatus
Against the Gods #2193,Cocooned Cow,Adventure,7.334333333333333,78626,Completed
Tokyo Ghoul #2194,Masashi Kishimoto,Romance,6.660666666666667,39824,Ongoing
Stellar Transformation #2195,I Eat Tomatoes,Drama,8.979333333333333,19012,Hiatus
Ranker Who Lives A Second Time #2196,Toika,Drama,9.073333333333332,61991,Completed
Demon Slayer #2197,Er Gen,Comedy,5.517,45596,Hiatus
Dungeon Defense #2198,MOKF,Comedy,6.598,48368,Hiatus
Release That Witch #2199,Cheongcho,Romance,8.681666666666665,98430,Completed
Overlord #2200,Yoo Ryeo Han,Drama,7.741666666666666,37668,Completed
My Hero Academia #2201,Kohei Horikoshi,Romance,5.219333333333333,52434,Hiatus
Re:Zero #2202,Eiichiro Oda,Fantasy,7.819999999999999,10344,Ongoing
Trash of the Count’s Family #2203,Cocooned Cow,Fantasy,5.6579999999999995,32269,Hiatus
Desolate Era #2204,Cocooned Cow,Adventure,5.156666666666667,69450,Completed
Tokyo Ghoul #2205,Jeong Gong,Action,7.036666666666666,11114,Hiatus
The Second Coming of Gluttony #2206,Tite Kubo,Fantasy,8.869666666666665,65439,Ongoing
Dungeon Defense #2207,Koyoharu Gotouge,Sci-Fi,9.198666666666664,88019,Completed
Ranker Who Lives A Second Time #2208,Sui Ishida,Drama,5.141,36648,Hiatus
The Second Coming of Gluttony #2209,Kim Jeongho,Comedy,5.250666666666667,34497,Completed
Release That Witch #2210,Sui Ishida,Comedy,9.402333333333331,9468,Completed
Re:Zero #2211,I Eat Tomatoes,Adventure,9.151666666666667,37243,Completed
Release That Witch #2212,Nam Heesung,Sci-Fi,7.741666666666666,69780,Ongoing
Demon Slayer #2213,Wo Chi Xi Hong Shi,Sci-Fi,7.052333333333333,90009,Completed
My Hero Academia #2214,Tang Jia San Shao,Drama,6.535333333333333,97010,Hiatus
The Second Coming of Gluttony #2215,Wo Chi Xi Hong Shi,Sci-Fi,5.7989999999999995,99998,Ongoing
Sword Art Online #2216,Masashi Kishimoto,Horror,9.245666666666665,46359,Hiatus
Martial World #2217,Nokdu,Sci-Fi,8.744333333333332,78480,Ongoing
Overgeared #2218,Cheongcho,Comedy,6.723333333333333,61818,Completed
Naruto #2219,Er Gen,Fantasy,7.945333333333332,23741,Completed
Stellar Transformation #2220,Nam Heesung,Romance,9.355333333333334,28892,Hiatus
Tokyo Ghoul #2221,Kim Jeongho,Action,9.418,34650,Completed
Attack on Titan #2222,Nam Heesung,Romance,5.924333333333333,6747,Ongoing
Overgeared #2223,Hajime Isayama,Comedy,5.188,98075,Ongoing
My Hero Academia #2224,Zhu Hong,Romance,8.76,97149,Hiatus
The King's Avatar #2225,MOKF,Sci-Fi,6.2219999999999995,54465,Hiatus
Coiling Dragon #2226,Kohei Horikoshi,Horror,7.726,42308,Ongoing
I Shall Seal the Heavens #2227,MOKF,Action,5.814666666666667,47799,Ongoing
Solo Leveling #2228,Nokdu,Fantasy,7.428333333333333,1538,Completed
Solo Leveling #2229,Drunken Blue,Horror,5.391666666666667,93926,Completed
Bleach #2230,Kugane Maruyama,Romance,8.023666666666667,53195,Completed
Demon Slayer #2231,Masashi Kishimoto,Sci-Fi,5.861666666666666,17018,Completed
Reincarnation of the Strongest Sword God #2232,Er Gen,Comedy,5.156666666666667,35650,Completed
Overlord #2233,Wo Chi Xi Hong Shi,Action,9.621666666666666,63614,Hiatus
One Piece #2234,Sing Shong,Fantasy,6.425666666666666,17004,Ongoing
My Hero Academia #2235,Zhu Hong,Comedy,5.548333333333334,49373,Completed
My Hero Academia #2236,Toika,Horror,8.822666666666667,74691,Ongoing
Sword Art Online #2237,Jeong Gong,Fantasy,6.723333333333333,39871,Completed
One Piece #2238,Blue Butterfly,Horror,7.960999999999999,63176,Ongoing
I Shall Seal the Heavens #2239,Kim Jeongho,Fantasy,8.384,41645,Completed
Naruto #2240,Cocooned Cow,Comedy,9.7,69394,Hiatus
The Legendary Moonlight Sculptor #2241,Eiichiro Oda,Romance,9.355333333333334,33487,Ongoing
Overgeared #2242,Heavenly Silkworm Potato,Comedy,7.491,25309,Ongoing
Demon Slayer #2243,Koyoharu Gotouge,Drama,6.143666666666666,15729,Ongoing
Douluo Dalu #2244,Eiichiro Oda,Romance,6.645,20891,Hiatus
Omniscient Reader's Viewpoint #2245,Hajime Isayama,Sci-Fi,5.266333333333333,11925,Completed
Ranker Who Lives A Second Time #2246,Kim Jeongho,Sci-Fi,6.566666666666666,67479,Hiatus
Solo Leveling #2247,Heavenly Silkworm Potato,Comedy,8.477999999999998,46251,Ongoing
Battle Through the Heavens #2248,MOKF,Drama,9.606,36195,Hiatus
Stellar Transformation #2249,Nokdu,Comedy,8.305666666666667,61955,Hiatus
The Second Coming of Gluttony #2250,MOKF,Fantasy,9.104666666666667,45843,Ongoing
Release That Witch #2251,Cocooned Cow,Horror,5.125333333333334,16985,Ongoing
My Hero Academia #2252,Tang Jia San Shao,Fantasy,7.929666666666666,21724,Hiatus
Douluo Dalu #2253,Cheongcho,Fantasy,9.433666666666667,47820,Completed
Against the Gods #2254,Er Gen,Romance,7.7573333333333325,57620,Hiatus
One Piece #2255,Cocooned Cow,Comedy,6.41,47579,Completed
Martial World #2256,Sui Ishida,Horror,8.995,27298,Hiatus
Desolate Era #2257,Er Gen,Fantasy,5.47,52062,Completed
Douluo Dalu #2258,Toika,Horror,6.911333333333333,57698,Ongoing
Reincarnation of the Strongest Sword God #2259,Goose Five,Adventure,9.292666666666666,89782,Completed
Desolate Era #2260,Cheongcho,Sci-Fi,6.738999999999999,80224,Completed
Omniscient Reader's Viewpoint #2261,Goose Five,Adventure,8.697333333333333,58111,Ongoing
Martial World #2262,Hajime Isayama,Adventure,5.846,48986,Ongoing
Against the Gods #2263,MOKF,Romance,5.893,60043,Hiatus
Coiling Dragon #2264,Heavenly Silkworm Potato,Adventure,8.713,64618,Hiatus
Omniscient Reader's Viewpoint #2265,Reki Kawahara,Action,7.851333333333333,75762,Ongoing
Martial World #2266,Zhu Hong,Adventure,8.133333333333333,19857,Completed
Tokyo Ghoul #2267,Masashi Kishimoto,Action,8.603333333333332,94722,Hiatus
Against the Gods #2268,Jeong Gong,Drama,5.767666666666667,23001,Hiatus
Battle Through the Heavens #2269,Tappei Nagatsuki,Fantasy,8.901,22266,Completed
Re:Zero #2270,Tang Jia San Shao,Fantasy,6.316,15016,Hiatus
I Shall Seal the Heavens #2271,Hajime Isayama,Comedy,5.125333333333334,31329,Completed
Omniscient Reader's Viewpoint #2272,Tappei Nagatsuki,Romance,8.493666666666666,72565,Hiatus
Tokyo Ghoul #2273,Koyoharu Gotouge,Sci-Fi,9.339666666666666,49376,Ongoing
Bleach #2274,Kim Jeongho,Horror,9.684333333333333,2508,Ongoing
Reincarnation of the Strongest Sword God #2275,Drunken Blue,Fantasy,8.901,19512,Ongoing
Battle Through the Heavens #2276,Masashi Kishimoto,Drama,6.8486666666666665,24549,Hiatus
My Hero Academia #2277,Masashi Kishimoto,Drama,9.433666666666667,30714,Completed
The King's Avatar #2278,Hajime Isayama,Romance,5.8773333333333335,52248,Completed
Sword Art Online #2279,Tappei Nagatsuki,Adventure,5.971333333333333,37762,Hiatus
Battle Through the Heavens #2280,Goose Five,Drama,8.008,74829,Hiatus
Overlord #2281,Cheongcho,Action,6.551,84991,Completed
Battle Through the Heavens #2282,Sui Ishida,Fantasy,5.501333333333333,75369,Hiatus
Naruto #2283,Kugane Maruyama,Fantasy,6.535333333333333,76843,Ongoing
Dungeon Defense #2284,Nokdu,Romance,5.861666666666666,93913,Ongoing
Tokyo Ghoul #2285,Blue Butterfly,Adventure,8.713,98544,Ongoing
The Second Coming of Gluttony #2286,Goose Five,Sci-Fi,8.102,65512,Hiatus
Release That Witch #2287,Zhu Hong,Romance,8.227333333333332,18288,Completed
Attack on Titan #2288,Wo Chi Xi Hong Shi,Adventure,5.783333333333333,50182,Ongoing
Demon Slayer #2289,Reki Kawahara,Sci-Fi,8.603333333333332,53617,Completed
Trash of the Count’s Family #2290,Chugong,Action,7.804333333333333,35053,Hiatus
The Second Coming of Gluttony #2291,Heavenly Silkworm Potato,Horror,8.039333333333332,25592,Completed
Reincarnation of the Strongest Sword God #2292,Chugong,Comedy,8.76,80687,Completed
Sword Art Online #2293,Jeong Gong,Adventure,7.428333333333333,54596,Completed
I Shall Seal the Heavens #2294,Toika,Horror,6.9896666666666665,98391,Hiatus
Tokyo Ghoul #2295,Hajime Isayama,Action,6.958333333333333,99954,Completed
I Shall Seal the Heavens #2296,Kim Jeongho,Drama,6.065333333333333,81277,Hiatus
Battle Through the Heavens #2297,Tang Jia San Shao,Adventure,6.660666666666667,52810,Hiatus
Douluo Dalu #2298,Reki Kawahara,Romance,8.431000000000001,42058,Hiatus
Tokyo Ghoul #2299,Masashi Kishimoto,Fantasy,7.35,68493,Completed
Omniscient Reader's Viewpoint #2300,Blue Butterfly,Sci-Fi,7.569333333333333,55585,Ongoing
Reincarnation of the Strongest Sword God #2301,Jeong Gong,Fantasy,8.634666666666666,2483,Ongoing
Battle Through the Heavens #2302,Koyoharu Gotouge,Fantasy,8.055,75486,Ongoing
Solo Leveling #2303,MOKF,Horror,7.992333333333333,53056,Hiatus
Coiling Dragon #2304,Nam Heesung,Action,6.331666666666667,28821,Hiatus
The King's Avatar #2305,Kim Jeongho,Action,8.979333333333333,25980,Completed
Douluo Dalu #2306,MOKF,Adventure,7.068,88959,Hiatus
Release That Witch #2307,Heavenly Silkworm Potato,Horror,5.015666666666666,31572,Ongoing
Battle Through the Heavens #2308,Chugong,Fantasy,9.214333333333332,96833,Ongoing
Ranker Who Lives A Second Time #2309,Drunken Blue,Romance,5.783333333333333,4176,Ongoing
Battle Through the Heavens #2310,Sing Shong,Comedy,8.587666666666665,96477,Ongoing
Reincarnation of the Strongest Sword God #2311,Masashi Kishimoto,Sci-Fi,8.634666666666666,73118,Hiatus
The Second Coming of Gluttony #2312,MOKF,Comedy,5.407333333333333,91710,Completed
Demon Slayer #2313,Eiichiro Oda,Romance,9.323999999999998,20828,Ongoing
Sword Art Online #2314,Reki Kawahara,Horror,5.564,68278,Hiatus
Coiling Dragon #2315,Kohei Horikoshi,Action,9.590333333333332,19259,Ongoing
A Returner’s Magic Should Be Special #2316,I Eat Tomatoes,Action,7.35,60882,Hiatus
Ranker Who Lives A Second Time #2317,Blue Butterfly,Comedy,7.193333333333333,7191,Ongoing
Release That Witch #2318,Tang Jia San Shao,Comedy,7.224666666666666,27787,Completed
Sword Art Online #2319,Heavenly Silkworm Potato,Fantasy,6.206333333333333,85444,Hiatus
The Second Coming of Gluttony #2320,I Eat Tomatoes,Drama,6.049666666666666,87612,Ongoing
The Legendary Moonlight Sculptor #2321,Hajime Isayama,Adventure,9.167333333333332,89030,Completed
Sword Art Online #2322,Wo Chi Xi Hong Shi,Romance,5.078333333333333,91497,Completed
Douluo Dalu #2323,Sing Shong,Horror,8.258666666666667,33151,Ongoing
Bleach #2324,Jeong Gong,Drama,8.869666666666665,42127,Ongoing
The Legendary Moonlight Sculptor #2325,Cheongcho,Romance,7.788666666666666,47025,Completed
Overlord #2326,Toika,Horror,6.018333333333333,92699,Ongoing
Martial World #2327,Koyoharu Gotouge,Action,6.0809999999999995,21057,Hiatus
Overlord #2328,Tite Kubo,Comedy,8.180333333333333,57331,Hiatus
Douluo Dalu #2329,Koyoharu Gotouge,Romance,7.6946666666666665,91033,Ongoing
Solo Leveling #2330,Reki Kawahara,Comedy,8.650333333333332,23528,Completed
Overlord #2331,Zhu Hong,Romance,9.183,7108,Hiatus
Against the Gods #2332,Tappei Nagatsuki,Action,8.070666666666666,10745,Hiatus
Coiling Dragon #2333,Hajime Isayama,Comedy,9.480666666666668,89278,Hiatus
Dungeon Defense #2334,Kohei Horikoshi,Sci-Fi,5.517,27637,Hiatus
Sword Art Online #2335,Sui Ishida,Drama,5.360333333333333,90508,Completed
Battle Through the Heavens #2336,Jeong Gong,Adventure,9.23,57863,Hiatus
Omniscient Reader's Viewpoint #2337,Eiichiro Oda,Adventure,8.901,31682,Completed
Overgeared #2338,Zhu Hong,Romance,5.047,57938,Hiatus
Sword Art Online #2339,Masashi Kishimoto,Drama,5.861666666666666,30288,Completed
Demon Slayer #2340,Kim Jeongho,Action,8.055,70125,Completed
Reincarnation of the Strongest Sword God #2341,Jeong Gong,Fantasy,5.188,44295,Completed
Attack on Titan #2342,Reki Kawahara,Drama,6.112333333333333,57755,Ongoing
One Piece #2343,Goose Five,Comedy,5.705,89905,Ongoing
Release That Witch #2344,Toika,Fantasy,6.316,8790,Hiatus
Tokyo Ghoul #2345,Eiichiro Oda,Drama,8.822666666666667,17607,Ongoing
The Second Coming of Gluttony #2346,Tappei Nagatsuki,Drama,9.668666666666667,24877,Ongoing
Ranker Who Lives A Second Time #2347,Reki Kawahara,Sci-Fi,7.632,68838,Ongoing
Attack on Titan #2348,Koyoharu Gotouge,Romance,6.316,88664,Completed
Bleach #2349,Goose Five,Comedy,8.963666666666667,45379,Hiatus
Against the Gods #2350,Sing Shong,Drama,8.384,68419,Hiatus
Attack on Titan #2351,Yoo Ryeo Han,Horror,8.227333333333332,63330,Completed
My Hero Academia #2352,Blue Butterfly,Horror,6.0809999999999995,55920,Ongoing
Re:Zero #2353,Goose Five,Horror,8.619,29196,Ongoing
Coiling Dragon #2354,Koyoharu Gotouge,Drama,7.334333333333333,15237,Hiatus
Solo Leveling #2355,MOKF,Action,7.052333333333333,66763,Ongoing
Douluo Dalu #2356,Toika,Action,8.995,52833,Hiatus
Martial World #2357,I Eat Tomatoes,Horror,6.472666666666666,56721,Hiatus
Solo Leveling #2358,Yoo Ryeo Han,Fantasy,9.621666666666666,69831,Hiatus
The Second Coming of Gluttony #2359,Wo Chi Xi Hong Shi,Horror,5.595333333333333,6895,Hiatus
The King's Avatar #2360,Sing Shong,Sci-Fi,5.548333333333334,16991,Hiatus
Re:Zero #2361,Sing Shong,Drama,9.104666666666667,59758,Completed
Re:Zero #2362,Goose Five,Horror,9.512,5613,Hiatus
Attack on Titan #2363,Sing Shong,Horror,9.496333333333332,25447,Completed
The Legendary Moonlight Sculptor #2364,Toika,Comedy,7.2716666666666665,98381,Hiatus
Attack on Titan #2365,Nam Heesung,Action,7.020999999999999,5116,Completed
Martial World #2366,Sing Shong,Romance,7.318666666666666,64694,Hiatus
Coiling Dragon #2367,Nokdu,Action,8.556333333333331,76536,Ongoing
Stellar Transformation #2368,Eiichiro Oda,Horror,8.274333333333333,29207,Completed
Demon Slayer #2369,Kim Jeongho,Action,5.501333333333333,69894,Hiatus
Re:Zero #2370,Koyoharu Gotouge,Comedy,9.136,75510,Completed
The Second Coming of Gluttony #2371,Chugong,Adventure,6.143666666666666,86183,Completed
Sword Art Online #2372,I Eat Tomatoes,Sci-Fi,5.673666666666667,73105,Completed
Overlord #2373,Sing Shong,Romance,7.443999999999999,27182,Completed
Ranker Who Lives A Second Time #2374,Drunken Blue,Romance,8.149,91445,Hiatus
Overgeared #2375,Blue Butterfly,Drama,6.9896666666666665,58843,Completed
Battle Through the Heavens #2376,Nam Heesung,Romance,6.676333333333333,84796,Hiatus
Dungeon Defense #2377,Kohei Horikoshi,Adventure,5.360333333333333,52965,Ongoing
My Hero Academia #2378,Sui Ishida,Sci-Fi,5.391666666666667,41182,Ongoing
Omniscient Reader's Viewpoint #2379,Cocooned Cow,Comedy,5.078333333333333,14994,Hiatus
Trash of the Count’s Family #2380,Cheongcho,Sci-Fi,8.854,46118,Completed
A Returner’s Magic Should Be Special #2381,Yoo Ryeo Han,Action,9.026333333333334,61464,Ongoing
Bleach #2382,Goose Five,Romance,8.963666666666667,55101,Ongoing
Re:Zero #2383,Masashi Kishimoto,Horror,5.376,31567,Completed
Battle Through the Heavens #2384,Heavenly Silkworm Potato,Romance,7.522333333333332,32992,Hiatus
My Hero Academia #2385,Drunken Blue,Romance,9.402333333333331,40083,Hiatus
