title,authors,genres,scored,popularty,status
I Shall Seal the Heavens #2120,Hajime Isayama,Action,4.58,2307,Hiatus
Reincarnation of the Strongest Sword God #2121,Goose Five,Comedy,4.79,82401,Ongoing
Bleach #2122,Sui Ishida,Adventure,2.07,98939,Completed
Release That Witch #2123,I Eat Tomatoes,Sci-Fi,4.33,4322,Hiatus
Coiling Dragon #2124,Goose Five,Sci-Fi,4.16,75587,Ongoing
Bleach #2125,Wo Chi Xi Hong Shi,Horror,2.23,13631,Completed
Sword Art Online #2126,Nam Heesung,Romance,2.01,26350,Ongoing
Against the Gods #2127,Heavenly Silkworm Potato,Sci-Fi,4.47,76650,Completed
Solo Leveling #2128,Tite Kubo,Romance,3.66,33058,Hiatus
Against the Gods #2129,Jeong Gong,Horror,2.29,41955,Completed
Reincarnation of the Strongest Sword God #2130,Koyoharu Gotouge,Action,3.22,4189,Hiatus
Battle Through the Heavens #2131,Jeong Gong,Comedy,2.86,5778,Completed
Omniscient Reader's Viewpoint #2132,Yoo Ryeo Han,Drama,3.29,15416,Hiatus
Against the Gods #2133,Zhu Hong,Sci-Fi,3.66,91579,Ongoing
A Returner’s Magic Should Be Special #2134,Koyoharu Gotouge,Action,2.42,54665,Hiatus
Re:Zero #2135,Blue Butterfly,Romance,2.03,14245,Completed
Demon Slayer #2136,Cheongcho,Adventure,4.54,80932,Hiatus
The Legendary Moonlight Sculptor #2137,Heavenly Silkworm Potato,Action,3.56,46774,Completed
Trash of the Count’s Family #2138,Kim Jeongho,Romance,3.5,28158,Completed
Against the Gods #2139,Er Gen,Action,4.62,38332,Ongoing
Tokyo Ghoul #2140,Toika,Romance,2.96,76875,Hiatus
Dungeon Defense #2141,Koyoharu Gotouge,Drama,3.1,65370,Hiatus
Trash of the Count’s Family #2142,Kugane Maruyama,Horror,3.32,32648,Completed
The Second Coming of Gluttony #2143,Chugong,Horror,4.91,31315,Ongoing
Re:Zero #2144,MOKF,Romance,2.03,49898,Ongoing
The King's Avatar #2145,Sui Ishida,Sci-Fi,4.83,69666,Ongoing
Desolate Era #2146,Kohei Horikoshi,Fantasy,3.58,51609,Completed
Reincarnation of the Strongest Sword God #2147,Koyoharu Gotouge,Sci-Fi,2.8,52127,Hiatus
Naruto #2148,I Eat Tomatoes,Drama,4.75,97976,Hiatus
The Second Coming of Gluttony #2149,Jeong Gong,Drama,2.81,90998,Ongoing
Overgeared #2150,Tite Kubo,Adventure,3.84,21078,Completed
Coiling Dragon #2151,Hajime Isayama,Romance,4.85,93884,Ongoing
Release That Witch #2152,Goose Five,Adventure,2.77,88428,Completed
Against the Gods #2153,Hajime Isayama,Romance,4.72,72662,Completed
The Legendary Moonlight Sculptor #2154,Eiichiro Oda,Action,2.28,51958,Completed
Desolate Era #2155,Eiichiro Oda,Fantasy,4.2,89348,Completed
Desolate Era #2156,Kohei Horikoshi,Action,4.82,65650,Ongoing
Omniscient Reader's Viewpoint #2157,Sing Shong,Drama,3.88,63783,Completed
Tokyo Ghoul #2158,Cheongcho,Romance,3.7,75303,Hiatus
Ranker Who Lives A Second Time #2159,Zhu Hong,Sci-Fi,3.75,42573,Completed
Ranker Who Lives A Second Time #2160,Tite Kubo,Drama,3.41,22505,Hiatus
Ranker Who Lives A Second Time #2161,Kugane Maruyama,Adventure,2.49,94234,Hiatus
Tokyo Ghoul #2162,Reki Kawahara,Horror,2.04,77488,Completed
Trash of the Count’s Family #2163,Jeong Gong,Horror,4.11,48363,Hiatus
Ranker Who Lives A Second Time #2164,Tappei Nagatsuki,Fantasy,2.66,63046,Completed
Naruto #2165,Sing Shong,Action,2.04,11366,Hiatus
Douluo Dalu #2166,Jeong Gong,Romance,4.11,77284,Hiatus
Douluo Dalu #2167,Er Gen,Sci-Fi,2.49,87114,Ongoing
Douluo Dalu #2168,I Eat Tomatoes,Drama,4.23,5899,Hiatus
Demon Slayer #2169,Cheongcho,Horror,2.13,92313,Hiatus
The Legendary Moonlight Sculptor #2170,Tang Jia San Shao,Horror,2.56,82530,Completed
Trash of the Count’s Family #2171,Drunken Blue,Drama,2.69,96335,Completed
Trash of the Count’s Family #2172,Kohei Horikoshi,Fantasy,4.41,37030,Completed
Ranker Who Lives A Second Time #2173,Chugong,Sci-Fi,2.46,44159,Completed
Bleach #2174,Sing Shong,Fantasy,4.04,26108,Ongoing
Coiling Dragon #2175,Cocooned Cow,Adventure,2.11,64184,Hiatus
Against the Gods #2176,Reki Kawahara,Drama,2.18,31520,Hiatus
Solo Leveling #2177,Koyoharu Gotouge,Fantasy,2.24,15370,Completed
Martial World #2178,Blue Butterfly,Adventure,4.29,85467,Completed
Bleach #2179,Sing Shong,Drama,4.45,61945,Hiatus
A Returner’s Magic Should Be Special #2180,Koyoharu Gotouge,Action,3.19,28143,Ongoing
Overgeared #2181,Tang Jia San Shao,Adventure,2.47,28306,Hiatus
Martial World #2182,Sing Shong,Horror,4.73,64725,Ongoing
Demon Slayer #2183,Tite Kubo,Romance,4.26,11089,Ongoing
Attack on Titan #2184,Nam Heesung,Romance,3.01,59850,Ongoing
Ranker Who Lives A Second Time #2185,Reki Kawahara,Sci-Fi,4.94,38642,Completed
Battle Through the Heavens #2186,Sui Ishida,Horror,2.83,13188,Hiatus
Release That Witch #2187,Cheongcho,Adventure,2.33,38699,Completed
My Hero Academia #2188,Zhu Hong,Sci-Fi,2.16,20559,Ongoing
Overlord #2189,Jeong Gong,Sci-Fi,3.2,75053,Hiatus
Naruto #2190,Masashi Kishimoto,Action,4.39,25149,Ongoing
The King's Avatar #2191,Kohei Horikoshi,Horror,3.28,38513,Hiatus
Re:Zero #2192,Zhu Hong,Horror,4.13,76424,Hiatus
Against the Gods #2193,Cocooned Cow,Adventure,3.49,78626,Completed
Tokyo Ghoul #2194,Masashi Kishimoto,Romance,3.06,39824,Ongoing
Stellar Transformation #2195,I Eat Tomatoes,Drama,4.54,19012,Hiatus
Ranker Who Lives A Second Time #2196,Toika,Drama,4.6,61991,Completed
Demon Slayer #2197,Er Gen,Comedy,2.33,45596,Hiatus
Dungeon Defense #2198,MOKF,Comedy,3.02,48368,Hiatus
Release That Witch #2199,Cheongcho,Romance,4.35,98430,Completed
Overlord #2200,Yoo Ryeo Han,Drama,3.75,37668,Completed
My Hero Academia #2201,Kohei Horikoshi,Romance,2.14,52434,Hiatus
Re:Zero #2202,Eiichiro Oda,Fantasy,3.8,10344,Ongoing
Trash of the Count’s Family #2203,Cocooned Cow,Fantasy,2.42,32269,Hiatus
Desolate Era #2204,Cocooned Cow,Adventure,2.1,69450,Completed
Tokyo Ghoul #2205,Jeong Gong,Action,3.3,11114,Hiatus
The Second Coming of Gluttony #2206,Tite Kubo,Fantasy,4.47,65439,Ongoing
Dungeon Defense #2207,Koyoharu Gotouge,Sci-Fi,4.68,88019,Completed
Ranker Who Lives A Second Time #2208,Sui Ishida,Drama,2.09,36648,Hiatus
The Second Coming of Gluttony #2209,Kim Jeongho,Comedy,2.16,34497,Completed
Release That Witch #2210,Sui Ishida,Comedy,4.81,9468,Completed
Re:Zero #2211,I Eat Tomatoes,Adventure,4.65,37243,Completed
Release That Witch #2212,Nam Heesung,Sci-Fi,3.75,69780,Ongoing
Demon Slayer #2213,Wo Chi Xi Hong Shi,Sci-Fi,3.31,90009,Completed
My Hero Academia #2214,Tang Jia San Shao,Drama,2.98,97010,Hiatus
The Second Coming of Gluttony #2215,Wo Chi Xi Hong Shi,Sci-Fi,2.51,99998,Ongoing
Sword Art Online #2216,Masashi Kishimoto,Horror,4.71,46359,Hiatus
Martial World #2217,Nokdu,Sci-Fi,4.39,78480,Ongoing
Overgeared #2218,Cheongcho,Comedy,3.1,61818,Completed
Naruto #2219,Er Gen,Fantasy,3.88,23741,Completed
Stellar Transformation #2220,Nam Heesung,Romance,4.78,28892,Hiatus
Tokyo Ghoul #2221,Kim Jeongho,Action,4.82,34650,Completed
Attack on Titan #2222,Nam Heesung,Romance,2.59,6747,Ongoing
Overgeared #2223,Hajime Isayama,Comedy,2.12,98075,Ongoing
My Hero Academia #2224,Zhu Hong,Romance,4.4,97149,Hiatus
The King's Avatar #2225,MOKF,Sci-Fi,2.78,54465,Hiatus
Coiling Dragon #2226,Kohei Horikoshi,Horror,3.74,42308,Ongoing
I Shall Seal the Heavens #2227,MOKF,Action,2.52,47799,Ongoing
Solo Leveling #2228,Nokdu,Fantasy,3.55,1538,Completed
Solo Leveling #2229,Drunken Blue,Horror,2.25,93926,Completed
Bleach #2230,Kugane Maruyama,Romance,3.93,53195,Completed
Demon Slayer #2231,Masashi Kishimoto,Sci-Fi,2.55,17018,Completed
Reincarnation of the Strongest Sword God #2232,Er Gen,Comedy,2.1,35650,Completed
Overlord #2233,Wo Chi Xi Hong Shi,Action,4.95,63614,Hiatus
One Piece #2234,Sing Shong,Fantasy,2.91,17004,Ongoing
My Hero Academia #2235,Zhu Hong,Comedy,2.35,49373,Completed
My Hero Academia #2236,Toika,Horror,4.44,74691,Ongoing
Sword Art Online #2237,Jeong Gong,Fantasy,3.1,39871,Completed
One Piece #2238,Blue Butterfly,Horror,3.89,63176,Ongoing
I Shall Seal the Heavens #2239,Kim Jeongho,Fantasy,4.16,41645,Completed
Naruto #2240,Cocooned Cow,Comedy,5.0,69394,Hiatus
The Legendary Moonlight Sculptor #2241,Eiichiro Oda,Romance,4.78,33487,Ongoing
Overgeared #2242,Heavenly Silkworm Potato,Comedy,3.59,25309,Ongoing
Demon Slayer #2243,Koyoharu Gotouge,Drama,2.73,15729,Ongoing
Douluo Dalu #2244,Eiichiro Oda,Romance,3.05,20891,Hiatus
Omniscient Reader's Viewpoint #2245,Hajime Isayama,Sci-Fi,2.17,11925,Completed
Ranker Who Lives A Second Time #2246,Kim Jeongho,Sci-Fi,3.0,67479,Hiatus
Solo Leveling #2247,Heavenly Silkworm Potato,Comedy,4.22,46251,Ongoing
Battle Through the Heavens #2248,MOKF,Drama,4.94,36195,Hiatus
Stellar Transformation #2249,Nokdu,Comedy,4.11,61955,Hiatus
The Second Coming of Gluttony #2250,MOKF,Fantasy,4.62,45843,Ongoing
Release That Witch #2251,Cocooned Cow,Horror,2.08,16985,Ongoing
My Hero Academia #2252,Tang Jia San Shao,Fantasy,3.87,21724,Hiatus
Douluo Dalu #2253,Cheongcho,Fantasy,4.83,47820,Completed
Against the Gods #2254,Er Gen,Romance,3.76,57620,Hiatus
One Piece #2255,Cocooned Cow,Comedy,2.9,47579,Completed
Martial World #2256,Sui Ishida,Horror,4.55,27298,Hiatus
Desolate Era #2257,Er Gen,Fantasy,2.3,52062,Completed
Douluo Dalu #2258,Toika,Horror,3.22,57698,Ongoing
Reincarnation of the Strongest Sword God #2259,Goose Five,Adventure,4.74,89782,Completed
Desolate Era #2260,Cheongcho,Sci-Fi,3.11,80224,Completed
Omniscient Reader's Viewpoint #2261,Goose Five,Adventure,4.36,58111,Ongoing
Martial World #2262,Hajime Isayama,Adventure,2.54,48986,Ongoing
Against the Gods #2263,MOKF,Romance,2.57,60043,Hiatus
Coiling Dragon #2264,Heavenly Silkworm Potato,Adventure,4.37,64618,Hiatus
Omniscient Reader's Viewpoint #2265,Reki Kawahara,Action,3.82,75762,Ongoing
Martial World #2266,Zhu Hong,Adventure,4.0,19857,Completed
Tokyo Ghoul #2267,Masashi Kishimoto,Action,4.3,94722,Hiatus
Against the Gods #2268,Jeong Gong,Drama,2.49,23001,Hiatus
Battle Through the Heavens #2269,Tappei Nagatsuki,Fantasy,4.49,22266,Completed
Re:Zero #2270,Tang Jia San Shao,Fantasy,2.84,15016,Hiatus
I Shall Seal the Heavens #2271,Hajime Isayama,Comedy,2.08,31329,Completed
Omniscient Reader's Viewpoint #2272,Tappei Nagatsuki,Romance,4.23,72565,Hiatus
Tokyo Ghoul #2273,Koyoharu Gotouge,Sci-Fi,4.77,49376,Ongoing
Bleach #2274,Kim Jeongho,Horror,4.99,2508,Ongoing
Reincarnation of the Strongest Sword God #2275,Drunken Blue,Fantasy,4.49,19512,Ongoing
Battle Through the Heavens #2276,Masashi Kishimoto,Drama,3.18,24549,Hiatus
My Hero Academia #2277,Masashi Kishimoto,Drama,4.83,30714,Completed
The King's Avatar #2278,Hajime Isayama,Romance,2.56,52248,Completed
Sword Art Online #2279,Tappei Nagatsuki,Adventure,2.62,37762,Hiatus
Battle Through the Heavens #2280,Goose Five,Drama,3.92,74829,Hiatus
Overlord #2281,Cheongcho,Action,2.99,84991,Completed
Battle Through the Heavens #2282,Sui Ishida,Fantasy,2.32,75369,Hiatus
Naruto #2283,Kugane Maruyama,Fantasy,2.98,76843,Ongoing
Dungeon Defense #2284,Nokdu,Romance,2.55,93913,Ongoing
Tokyo Ghoul #2285,Blue Butterfly,Adventure,4.37,98544,Ongoing
The Second Coming of Gluttony #2286,Goose Five,Sci-Fi,3.98,65512,Hiatus
Release That Witch #2287,Zhu Hong,Romance,4.06,18288,Completed
Attack on Titan #2288,Wo Chi Xi Hong Shi,Adventure,2.5,50182,Ongoing
Demon Slayer #2289,Reki Kawahara,Sci-Fi,4.3,53617,Completed
Trash of the Count’s Family #2290,Chugong,Action,3.79,35053,Hiatus
The Second Coming of Gluttony #2291,Heavenly Silkworm Potato,Horror,3.94,25592,Completed
Reincarnation of the Strongest Sword God #2292,Chugong,Comedy,4.4,80687,Completed
Sword Art Online #2293,Jeong Gong,Adventure,3.55,54596,Completed
I Shall Seal the Heavens #2294,Toika,Horror,3.27,98391,Hiatus
Tokyo Ghoul #2295,Hajime Isayama,Action,3.25,99954,Completed
I Shall Seal the Heavens #2296,Kim Jeongho,Drama,2.68,81277,Hiatus
Battle Through the Heavens #2297,Tang Jia San Shao,Adventure,3.06,52810,Hiatus
Douluo Dalu #2298,Reki Kawahara,Romance,4.19,42058,Hiatus
Tokyo Ghoul #2299,Masashi Kishimoto,Fantasy,3.5,68493,Completed
Omniscient Reader's Viewpoint #2300,Blue Butterfly,Sci-Fi,3.64,55585,Ongoing
Reincarnation of the Strongest Sword God #2301,Jeong Gong,Fantasy,4.32,2483,Ongoing
Battle Through the Heavens #2302,Koyoharu Gotouge,Fantasy,3.95,75486,Ongoing
Solo Leveling #2303,MOKF,Horror,3.91,53056,Hiatus
Coiling Dragon #2304,Nam Heesung,Action,2.85,28821,Hiatus
The King's Avatar #2305,Kim Jeongho,Action,4.54,25980,Completed
Douluo Dalu #2306,MOKF,Adventure,3.32,88959,Hiatus
Release That Witch #2307,Heavenly Silkworm Potato,Horror,2.01,31572,Ongoing
Battle Through the Heavens #2308,Chugong,Fantasy,4.69,96833,Ongoing
Ranker Who Lives A Second Time #2309,Drunken Blue,Romance,2.5,4176,Ongoing
Battle Through the Heavens #2310,Sing Shong,Comedy,4.29,96477,Ongoing
Reincarnation of the Strongest Sword God #2311,Masashi Kishimoto,Sci-Fi,4.32,73118,Hiatus
The Second Coming of Gluttony #2312,MOKF,Comedy,2.26,91710,Completed
Demon Slayer #2313,Eiichiro Oda,Romance,4.76,20828,Ongoing
Sword Art Online #2314,Reki Kawahara,Horror,2.36,68278,Hiatus
Coiling Dragon #2315,Kohei Horikoshi,Action,4.93,19259,Ongoing
A Returner’s Magic Should Be Special #2316,I Eat Tomatoes,Action,3.5,60882,Hiatus
Ranker Who Lives A Second Time #2317,Blue Butterfly,Comedy,3.4,7191,Ongoing
Release That Witch #2318,Tang Jia San Shao,Comedy,3.42,27787,Completed
Sword Art Online #2319,Heavenly Silkworm Potato,Fantasy,2.77,85444,Hiatus
The Second Coming of Gluttony #2320,I Eat Tomatoes,Drama,2.67,87612,Ongoing
The Legendary Moonlight Sculptor #2321,Hajime Isayama,Adventure,4.66,89030,Completed
Sword Art Online #2322,Wo Chi Xi Hong Shi,Romance,2.05,91497,Completed
Douluo Dalu #2323,Sing Shong,Horror,4.08,33151,Ongoing
Bleach #2324,Jeong Gong,Drama,4.47,42127,Ongoing
The Legendary Moonlight Sculptor #2325,Cheongcho,Romance,3.78,47025,Completed
Overlord #2326,Toika,Horror,2.65,92699,Ongoing
Martial World #2327,Koyoharu Gotouge,Action,2.69,21057,Hiatus
Overlord #2328,Tite Kubo,Comedy,4.03,57331,Hiatus
Douluo Dalu #2329,Koyoharu Gotouge,Romance,3.72,91033,Ongoing
Solo Leveling #2330,Reki Kawahara,Comedy,4.33,23528,Completed
Overlord #2331,Zhu Hong,Romance,4.67,7108,Hiatus
Against the Gods #2332,Tappei Nagatsuki,Action,3.96,10745,Hiatus
Coiling Dragon #2333,Hajime Isayama,Comedy,4.86,89278,Hiatus
Dungeon Defense #2334,Kohei Horikoshi,Sci-Fi,2.33,27637,Hiatus
Sword Art Online #2335,Sui Ishida,Drama,2.23,90508,Completed
Battle Through the Heavens #2336,Jeong Gong,Adventure,4.7,57863,Hiatus
Omniscient Reader's Viewpoint #2337,Eiichiro Oda,Adventure,4.49,31682,Completed
Overgeared #2338,Zhu Hong,Romance,2.03,57938,Hiatus
Sword Art Online #2339,Masashi Kishimoto,Drama,2.55,30288,Completed
Demon Slayer #2340,Kim Jeongho,Action,3.95,70125,Completed
Reincarnation of the Strongest Sword God #2341,Jeong Gong,Fantasy,2.12,44295,Completed
Attack on Titan #2342,Reki Kawahara,Drama,2.71,57755,Ongoing
One Piece #2343,Goose Five,Comedy,2.45,89905,Ongoing
Release That Witch #2344,Toika,Fantasy,2.84,8790,Hiatus
Tokyo Ghoul #2345,Eiichiro Oda,Drama,4.44,17607,Ongoing
The Second Coming of Gluttony #2346,Tappei Nagatsuki,Drama,4.98,24877,Ongoing
Ranker Who Lives A Second Time #2347,Reki Kawahara,Sci-Fi,3.68,68838,Ongoing
Attack on Titan #2348,Koyoharu Gotouge,Romance,2.84,88664,Completed
Bleach #2349,Goose Five,Comedy,4.53,45379,Hiatus
Against the Gods #2350,Sing Shong,Drama,4.16,68419,Hiatus
Attack on Titan #2351,Yoo Ryeo Han,Horror,4.06,63330,Completed
My Hero Academia #2352,Blue Butterfly,Horror,2.69,55920,Ongoing
Re:Zero #2353,Goose Five,Horror,4.31,29196,Ongoing
Coiling Dragon #2354,Koyoharu Gotouge,Drama,3.49,15237,Hiatus
Solo Leveling #2355,MOKF,Action,3.31,66763,Ongoing
Douluo Dalu #2356,Toika,Action,4.55,52833,Hiatus
Martial World #2357,I Eat Tomatoes,Horror,2.94,56721,Hiatus
Solo Leveling #2358,Yoo Ryeo Han,Fantasy,4.95,69831,Hiatus
The Second Coming of Gluttony #2359,Wo Chi Xi Hong Shi,Horror,2.38,6895,Hiatus
The King's Avatar #2360,Sing Shong,Sci-Fi,2.35,16991,Hiatus
Re:Zero #2361,Sing Shong,Drama,4.62,59758,Completed
Re:Zero #2362,Goose Five,Horror,4.88,5613,Hiatus
Attack on Titan #2363,Sing Shong,Horror,4.87,25447,Completed
The Legendary Moonlight Sculptor #2364,Toika,Comedy,3.45,98381,Hiatus
Attack on Titan #2365,Nam Heesung,Action,3.29,5116,Completed
Martial World #2366,Sing Shong,Romance,3.48,64694,Hiatus
Coiling Dragon #2367,Nokdu,Action,4.27,76536,Ongoing
Stellar Transformation #2368,Eiichiro Oda,Horror,4.09,29207,Completed
Demon Slayer #2369,Kim Jeongho,Action,2.32,69894,Hiatus
Re:Zero #2370,Koyoharu Gotouge,Comedy,4.64,75510,Completed
The Second Coming of Gluttony #2371,Chugong,Adventure,2.73,86183,Completed
Sword Art Online #2372,I Eat Tomatoes,Sci-Fi,2.43,73105,Completed
Overlord #2373,Sing Shong,Romance,3.56,27182,Completed
Ranker Who Lives A Second Time #2374,Drunken Blue,Romance,4.01,91445,Hiatus
Overgeared #2375,Blue Butterfly,Drama,3.27,58843,Completed
Battle Through the Heavens #2376,Nam Heesung,Romance,3.07,84796,Hiatus
Dungeon Defense #2377,Kohei Horikoshi,Adventure,2.23,52965,Ongoing
My Hero Academia #2378,Sui Ishida,Sci-Fi,2.25,41182,Ongoing
Omniscient Reader's Viewpoint #2379,Cocooned Cow,Comedy,2.05,14994,Hiatus
Trash of the Count’s Family #2380,Cheongcho,Sci-Fi,4.46,46118,Completed
A Returner’s Magic Should Be Special #2381,Yoo Ryeo Han,Action,4.57,61464,Ongoing
Bleach #2382,Goose Five,Romance,4.53,55101,Ongoing
Re:Zero #2383,Masashi Kishimoto,Horror,2.24,31567,Completed
Battle Through the Heavens #2384,Heavenly Silkworm Potato,Romance,3.61,32992,Hiatus
My Hero Academia #2385,Drunken Blue,Romance,4.81,40083,Hiatus
Desolate Era #2386,Sui Ishida,Adventure,2.04,58134,Hiatus
Dungeon Defense #2387,MOKF,Adventure,2.84,25833,Completed
Release That Witch #2388,Nokdu,Action,3.64,51260,Completed
Demon Slayer #2389,Kim Jeongho,Sci-Fi,2.55,56268,Ongoing
Demon Slayer #2390,Reki Kawahara,Action,3.27,25724,Completed
Release That Witch #2391,Toika,Horror,3.31,68857,Ongoing
The King's Avatar #2392,Goose Five,Fantasy,4.53,55877,Completed
Reincarnation of the Strongest Sword God #2393,Jeong Gong,Horror,3.78,40832,Hiatus
Re:Zero #2394,Nam Heesung,Sci-Fi,4.93,67590,Hiatus
Reincarnation of the Strongest Sword God #2395,Yoo Ryeo Han,Action,3.13,77258,Hiatus
Tokyo Ghoul #2396,Masashi Kishimoto,Romance,3.64,53629,Completed
Demon Slayer #2397,Eiichiro Oda,Horror,4.71,60929,Completed
Bleach #2398,Hajime Isayama,Drama,2.5,2828,Ongoing
Coiling Dragon #2399,Hajime Isayama,Sci-Fi,4.78,91067,Hiatus
I Shall Seal the Heavens #2400,Tappei Nagatsuki,Comedy,3.02,70708,Hiatus
My Hero Academia #2401,Drunken Blue,Horror,3.18,21292,Ongoing
Against the Gods #2402,I Eat Tomatoes,Action,3.53,51984,Ongoing
The Second Coming of Gluttony #2403,Er Gen,Drama,4.44,82173,Completed
Battle Through the Heavens #2404,Drunken Blue,Sci-Fi,3.82,91077,Completed
The Second Coming of Gluttony #2405,Kohei Horikoshi,Horror,3.95,5111,Hiatus
Overlord #2406,Tang Jia San Shao,Action,4.46,80837,Completed
Overlord #2407,Kugane Maruyama,Horror,3.25,6300,Completed
The Second Coming of Gluttony #2408,Jeong Gong,Fantasy,2.14,86614,Ongoing
Sword Art Online #2409,Tappei Nagatsuki,Drama,2.13,1995,Hiatus
Reincarnation of the Strongest Sword God #2410,Tite Kubo,Romance,2.55,80577,Completed
Desolate Era #2411,Toika,Action,2.65,65391,Hiatus
One Piece #2412,Nam Heesung,Romance,4.52,31392,Completed
Overlord #2413,Sing Shong,Romance,4.76,94524,Completed
Martial World #2414,Sing Shong,Romance,4.16,52194,Ongoing
Re:Zero #2415,Blue Butterfly,Action,3.87,86270,Ongoing
Naruto #2416,Kugane Maruyama,Horror,4.89,56748,Hiatus
Stellar Transformation #2417,Hajime Isayama,Horror,4.92,60014,Hiatus
Trash of the Count’s Family #2418,Drunken Blue,Fantasy,3.51,47802,Ongoing
Naruto #2419,Kugane Maruyama,Fantasy,4.43,98642,Ongoing
Sword Art Online #2420,Kugane Maruyama,Fantasy,4.49,84460,Completed
Sword Art Online #2421,Jeong Gong,Adventure,4.58,22659,Ongoing
Stellar Transformation #2422,Masashi Kishimoto,Fantasy,4.73,46907,Ongoing
Ranker Who Lives A Second Time #2423,Sing Shong,Sci-Fi,2.71,22394,Completed
Release That Witch #2424,Er Gen,Sci-Fi,2.93,4060,Ongoing
I Shall Seal the Heavens #2425,Sui Ishida,Adventure,3.27,4753,Ongoing
Against the Gods #2426,Tappei Nagatsuki,Drama,2.76,33156,Ongoing
Against the Gods #2427,I Eat Tomatoes,Adventure,2.49,31181,Completed
Reincarnation of the Strongest Sword God #2428,Blue Butterfly,Comedy,3.14,54047,Ongoing
Desolate Era #2429,MOKF,Drama,2.55,13432,Completed
A Returner’s Magic Should Be Special #2430,Hajime Isayama,Fantasy,4.5,35637,Completed
Against the Gods #2431,Sing Shong,Romance,2.2,32362,Completed
The Second Coming of Gluttony #2432,Heavenly Silkworm Potato,Horror,3.02,31569,Hiatus
Overlord #2433,Hajime Isayama,Action,3.35,59610,Completed
I Shall Seal the Heavens #2434,Toika,Sci-Fi,3.12,69417,Hiatus
Douluo Dalu #2435,Nam Heesung,Comedy,2.14,52257,Completed
Coiling Dragon #2436,Blue Butterfly,Comedy,4.89,45526,Ongoing
Tokyo Ghoul #2437,Kim Jeongho,Sci-Fi,4.97,75104,Hiatus
Martial World #2438,Masashi Kishimoto,Horror,3.25,33430,Completed
My Hero Academia #2439,Blue Butterfly,Romance,2.54,40111,Completed
Martial World #2440,Wo Chi Xi Hong Shi,Horror,4.17,88975,Completed
Solo Leveling #2441,Tang Jia San Shao,Drama,4.67,45958,Hiatus
Martial World #2442,Masashi Kishimoto,Horror,2.3,56052,Ongoing
Solo Leveling #2443,Blue Butterfly,Adventure,2.3,5645,Completed
Bleach #2444,Sing Shong,Drama,2.98,43720,Completed
Re:Zero #2445,Jeong Gong,Action,2.62,57612,Hiatus
Coiling Dragon #2446,Jeong Gong,Romance,4.38,64652,Completed
Demon Slayer #2447,Kim Jeongho,Comedy,2.58,44584,Hiatus
The King's Avatar #2448,Nam Heesung,Adventure,2.81,76200,Completed
Overgeared #2449,Nam Heesung,Fantasy,2.19,36828,Hiatus
Reincarnation of the Strongest Sword God #2450,Tang Jia San Shao,Adventure,3.23,95892,Hiatus
Demon Slayer #2451,Zhu Hong,Horror,2.65,41626,Completed
Naruto #2452,Sing Shong,Action,2.35,83530,Ongoing
Coiling Dragon #2453,I Eat Tomatoes,Sci-Fi,4.68,90720,Ongoing
Dungeon Defense #2454,Tang Jia San Shao,Comedy,3.37,20267,Completed
Sword Art Online #2455,Blue Butterfly,Fantasy,2.36,2965,Hiatus
Stellar Transformation #2456,Reki Kawahara,Sci-Fi,2.25,34362,Hiatus
Desolate Era #2457,Yoo Ryeo Han,Romance,2.91,25130,Ongoing
A Returner’s Magic Should Be Special #2458,Tite Kubo,Romance,3.22,10367,Ongoing
Trash of the Count’s Family #2459,MOKF,Action,4.57,66381,Hiatus
Trash of the Count’s Family #2460,Yoo Ryeo Han,Action,4.24,62964,Ongoing
A Returner’s Magic Should Be Special #2461,Wo Chi Xi Hong Shi,Fantasy,4.32,98028,Hiatus
Tokyo Ghoul #2462,Goose Five,Romance,4.78,24380,Completed
Overgeared #2463,Goose Five,Horror,4.95,2403,Ongoing
Overlord #2464,Nam Heesung,Horror,3.63,70258,Completed
Omniscient Reader's Viewpoint #2465,Sing Shong,Action,3.54,66751,Completed
Douluo Dalu #2466,Chugong,Adventure,4.03,50852,Hiatus
Naruto #2467,Hajime Isayama,Action,4.05,91774,Hiatus
One Piece #2468,Kim Jeongho,Horror,3.94,71437,Ongoing
Solo Leveling #2469,Yoo Ryeo Han,Romance,4.21,13532,Completed
Douluo Dalu #2470,Masashi Kishimoto,Drama,4.96,88087,Completed
Release That Witch #2471,Kim Jeongho,Action,3.66,1201,Hiatus
Douluo Dalu #2472,Cheongcho,Action,3.8,71613,Completed
Re:Zero #2473,Er Gen,Action,3.08,57513,Hiatus
Sword Art Online #2474,Kim Jeongho,Sci-Fi,4.56,54798,Ongoing
The King's Avatar #2475,Tappei Nagatsuki,Sci-Fi,3.61,57154,Ongoing
Re:Zero #2476,Cocooned Cow,Horror,4.34,82998,Ongoing
Against the Gods #2477,Nokdu,Romance,2.96,42681,Completed
Ranker Who Lives A Second Time #2478,Tang Jia San Shao,Adventure,4.49,90860,Completed
The Second Coming of Gluttony #2479,Reki Kawahara,Action,2.23,42102,Completed
The King's Avatar #2480,Kohei Horikoshi,Drama,2.17,25181,Ongoing
Douluo Dalu #2481,Kugane Maruyama,Sci-Fi,4.57,72981,Completed
Dungeon Defense #2482,Nokdu,Comedy,2.04,62700,Ongoing
Coiling Dragon #2483,Toika,Action,4.42,67607,Hiatus
